id,observed_on,quality_grade,captive_cultivated,place_guess,private_place_guess,scientific_name,common_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name,taxon_variety_name
9040023,2016-07-03,research,false,"Coyote Hills Regional Park, Fremont, CA, USA",,Pelecanus erythrorhynchos,American White Pelican,4334,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Pelecanidae,,,,,Pelecanus,Pelecanus erythrorhynchos,,
9040532,2017-11-12,research,false,"Mohihi Road, Kauai, HI, USA",,Copsychus malabaricus,White-rumped Shama,204490,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Muscicapidae,,,,,Copsychus,Copsychus malabaricus,,
9040581,2012-04-07,research,false,"Mission Peak Regional Preserve, Alameda County, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,,,Buteo,Buteo jamaicensis,,
9040635,2017-06-04,research,false,"Five Canyons Open Space, Alameda County, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Chordata,Vertebrata,,Aves,,,Cathartiformes,,,Cathartidae,,,,,Cathartes,Cathartes aura,,
9040681,2015-01-18,research,false,"Fremont Older Open Space Preserve, Santa Clara County, CA, USA",,Lynx rufus,Bobcat,41976,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Felidae,Felinae,,,,Lynx,Lynx rufus,,
9040715,2017-03-25,needs_id,false,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Lumbricus terrestris,Common Earthworm,81545,Animalia,Annelida,,,Clitellata,Oligochaeta,,Haplotaxida,,,Lumbricidae,,,,,Lumbricus,Lumbricus terrestris,,
9040775,2017-04-30,needs_id,false,"Rancho Cañada del Oro Open Space Preserve, San Jose, CA, USA",,Nemognathinae,,127903,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Meloidae,Nemognathinae,,,,,,,
9040914,2017-05-14,research,false,"Monte Bello Open Space Preserve, Palo Alto, CA, USA",,Malacosoma constricta,Pacific Tent Caterpillar,477142,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Lasiocampoidea,Lasiocampidae,Lasiocampinae,,Lasiocampini,,Malacosoma,Malacosoma constricta,,
9041113,2017-09-23,research,false,"Skyline to the Sea Trail, Castle Rock State Park, CA, USA",,Trimerotropis fontana,Fontana Grasshopper,155260,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Oedipodinae,,Trimerotropini,,Trimerotropis,Trimerotropis fontana,,
9041153,2017-05-14,research,false,"Monte Bello Open Space Preserve, Palo Alto, CA, USA",,Hyles lineata,White-lined Sphinx,49348,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Sphingidae,Macroglossinae,,Macroglossini,Choerocampina,Hyles,Hyles lineata,,
9041228,2017-08-18,needs_id,false,"California, US","Santa Clara, CA, USA",Aglossa,Tabby Moths,143609,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Pyralinae,,Pyralini,,Aglossa,,,
9041269,2017-06-14,research,false,"Yosemite Falls Trail, Yosemite National Park, CA, USA",,Plestiodon gilberti gilberti,Greater Brown Skink,115966,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Scincidae,Scincinae,,,,Plestiodon,Plestiodon gilberti,Plestiodon gilberti gilberti,
9041353,2017-05-06,needs_id,false,"Sunol Regional Wilderness, Alameda County, CA, USA",,Pholcus phalangioides,Long-bodied Cellar Spider,67328,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Pholcoidea,Pholcidae,,,,,Pholcus,Pholcus phalangioides,,
9041376,2017-11-09,research,false,"Kohua Ridge, Kauai, HI, USA",,Argiope trifasciata kauaiensis,Kauai Spooky Face Spider,349131,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Argiopinae,,,,Argiope,Argiope trifasciata,Argiope trifasciata kauaiensis,
9041445,2017-11-07,needs_id,false,"Honopu Trail, Kauai, USA",,Araneidae,Orbweavers,47535,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,,,,,,,,
9041458,2017-04-19,research,false,"California, US","Santa Clara, CA, USA",Zoropsis spinimana,Mediterranean Spiny False Wolf Spider,127112,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Lycosoidea,Zoropsidae,,,,,Zoropsis,Zoropsis spinimana,,
9041531,2007-06-19,needs_id,false,"Bryce Canyon National Park, UT, USA",,Oenothera howardii,Howard's Evening Primrose,165801,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,,,Oenothera,Oenothera howardii,,
9041542,2016-04-24,research,false,"Harvey Bear Ranch County Park, Santa Clara County, CA, USA",,Castilleja rubicundula lithospermoides,,57269,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Pedicularideae,,Castilleja,Castilleja rubicundula,,Castilleja rubicundula lithospermoides
9041579,2017-04-11,needs_id,false,"Coyote Hills Regional Park, Fremont, CA, USA",,Dimorphotheca fruticosa,trailing African daisy,76661,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Calenduleae,,Dimorphotheca,Dimorphotheca fruticosa,,
9041676,2016-03-20,research,false,"Pinnacles National Park, San Benito County, CA, USA",,Lewisia rediviva,Bitterroot,47360,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,,,Lewisia,Lewisia rediviva,,
9041711,2016-03-20,needs_id,false,"Pinnacles National Park, San Benito County, CA, USA",,Diplacus,,157750,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,,,Diplacus,,,
9041740,2017-03-23,research,false,"Stevens Creek Trail, Mountain View, CA, USA",,Vicia sativa,Common Vetch,53324,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Fabeae,,Vicia,Vicia sativa,,
9043381,2017-05-25,research,false,"Skyline Ridge Open Space Preserve, CA, USA",,Tragopogon porrifolius,purple salsify,54141,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Scorzonerinae,Tragopogon,Tragopogon porrifolius,,
9043687,2016-05-22,needs_id,false,"Joseph D. Grant County Park, San Jose, CA, USA",,Spergularia rubra,Red Sand Spurrey,55730,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Sperguleae,,Spergularia,Spergularia rubra,,
9043725,2016-07-31,research,false,"Joaquin Miller Park, Oakland, CA, USA",,Impatiens balfourii,Kashmir Balsam,77490,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Balsaminaceae,,,,,Impatiens,Impatiens balfourii,,
9043810,2017-05-14,research,false,"Monte Bello Open Space Preserve, Palo Alto, CA, USA",,Lathyrus cicera,Red Vetchling,59264,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Fabeae,,Lathyrus,Lathyrus cicera,,
9044776,2017-08-27,needs_id,false,"Pogonip, Santa Cruz, CA, USA",,Solanum douglasii,greenspot nightshade,64105,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,,Solaneae,,Solanum,Solanum douglasii,,
9044811,2016-08-06,research,false,"Redwood Regional Park, Contra Costa County, CA, USA",,Sambucus cerulea,blue elder,143799,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Viburnaceae,,,,,Sambucus,Sambucus cerulea,,
9044851,2017-05-06,research,false,"Sunol Regional Wilderness, Alameda County, CA, USA",,Sambucus cerulea,blue elder,143799,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Viburnaceae,,,,,Sambucus,Sambucus cerulea,,
9044883,2016-05-22,research,false,"Joseph D. Grant County Park, San Jose, CA, USA",,Sambucus cerulea,blue elder,143799,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Viburnaceae,,,,,Sambucus,Sambucus cerulea,,
9045042,2017-07-02,research,false,"Dry Creek Pioneer Regional Park, Union City, CA, USA",,Asclepias eriocarpa,woollypod milkweed,58796,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Asclepiadoideae,,Asclepiadeae,Asclepiadinae,Asclepias,Asclepias eriocarpa,,
9045336,2017-04-30,research,false,"Rancho Cañada del Oro Open Space Preserve, San Jose, CA, USA",,Micropus californicus,Q-tips,56975,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Gnaphalieae,,Micropus,Micropus californicus,,
9045414,2016-04-10,research,false,"Henry Cowell Redwoods State Park, Fall Creek Unit, CA, USA",,Cardamine californica,milkmaids,49651,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Cardamineae,,Cardamine,Cardamine californica,,
9047059,2016-09-05,needs_id,false,"Castle Rock State Park, CA, USA",,Solidago velutina californica,California goldenrod,80217,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Solidagininae,Solidago,Solidago velutina,Solidago velutina californica,
9047070,2016-09-05,needs_id,false,"Castle Rock State Park, CA, USA",,Solidago velutina californica,California goldenrod,80217,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Solidagininae,Solidago,Solidago velutina,Solidago velutina californica,
9047194,2017-10-29,research,false,"Phegley Ridge, Henry Coe State Park, CA, USA",,Holocarpha virgata virgata,,53102,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Madieae,,Holocarpha,Holocarpha virgata,Holocarpha virgata virgata,
9047264,2017-04-16,research,false,"Edgewood Park, Redwood City, CA, USA",,Trifolium campestre,hop trefoil,57076,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolieae,,Trifolium,Trifolium campestre,,
9047339,2016-03-12,needs_id,false,"Almaden Quicksilver CP, CA, USA",,Sanicula bipinnata,Poison sanicle,57626,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Saniculoideae,,Saniculeae,,Sanicula,Sanicula bipinnata,,
9047403,2016-02-28,needs_id,false,"Edgewood Park, CA, USA",,Acacia dealbata,Silver wattle,53343,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Mimosoideae,,,,Acacia,Acacia dealbata,,
9047432,2017-03-23,research,false,"Bay Trail, Sunnyvale, CA, USA",,Calendula arvensis,field marigold,59260,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Calenduleae,,Calendula,Calendula arvensis,,
9047472,2015-05-16,needs_id,false,"Coyote Lake County Park, CA, USA",,Gazania linearis,striped treasureflower,56951,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Arctotideae,Gorteriinae,Gazania,Gazania linearis,,
9047568,2017-05-25,needs_id,false,"Monte Bello Open Space Preserve, CA, USA",,Agoseris hirsuta,Coast Range Agoseris,61169,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Microseridinae,Agoseris,Agoseris hirsuta,,
9047665,2016-10-04,research,false,"Hawaii, US","Kawaikoi Stream Trail, Kauai",Ilex anomala,Kāwaʻu,123617,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Aquifoliales,,,Aquifoliaceae,,,,,Ilex,Ilex anomala,,
9047690,2017-11-12,research,false,"Poomau Canyon Ditch Trail, Kauai",,Zantedeschia aethiopica,calla lily,56006,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Araceae,Aroideae,,Zantedeschieae,,Zantedeschia,Zantedeschia aethiopica,,
9047728,2017-11-10,research,false,"Moalepe Trail, Kauai",,Mimosa pudica,Sensitive Plant,51921,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Mimosoideae,,Mimoseae,,Mimosa,Mimosa pudica,,
9047867,2017-11-06,research,false,"Kuilau Ridge Trail, Kauai",,Pterolepis glomerata,false meadowbeauty,167548,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Melastomataceae,Melastomatoideae,,Melastomeae,,Pterolepis,Pterolepis glomerata,,
9061757,2017-11-12,needs_id,false,"Kumuwela Road (Trail), Kauai",,Amanita,amanita mushrooms,48419,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,,
9061917,2007-06-17,research,false,"Angel's Landing Trail, Zion NP",,Pseudohemihyalea labecula,Freckled Glassy-wing,366982,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,,Arctiini,Phaegopterina,Pseudohemihyalea,Pseudohemihyalea labecula,,
9061918,2007-06-17,needs_id,false,"Angel's Landing, Zion NP",,Neotamias umbrinus,Uinta Chipmunk,225757,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Xerinae,,Tamiini,,Neotamias,Neotamias umbrinus,,
9062210,2014-12-13,research,false,"California, US","Santa Clara, CA, USA",Sciurus niger,Fox Squirrel,46020,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Sciurinae,,Sciurini,,Sciurus,Sciurus niger,,
9062291,2016-08-28,research,false,"Rancho San Antonio, Santa Clara County, CA, USA",,Lonicera hispidula,Pink Honeysuckle,53416,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,,,Lonicera,Lonicera hispidula,,
9062292,2016-08-28,research,false,"Rancho San Antonio, Santa Clara County, CA, USA",,Stephanomeria virgata,rod wirelettuce,56985,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Microseridinae,Stephanomeria,Stephanomeria virgata,,
9062293,2016-08-28,research,false,"Rancho San Antonio, Santa Clara County, CA, USA",,Heteromeles arbutifolia,Toyon,53405,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Maleae,,Heteromeles,Heteromeles arbutifolia,,
9062294,2016-08-28,needs_id,false,"Rancho San Antonio, Santa Clara County, CA, USA",,Trimerotropis,,51494,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Oedipodinae,,Trimerotropini,,Trimerotropis,,,
9062326,2016-11-17,research,false,"Russian Ridge Open Space Preserve, San Mateo County, CA, USA",,Circus hudsonius,Northern Harrier,558446,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,,,Circus,Circus hudsonius,,
9062344,2016-12-08,research,false,"California, US","Santa Clara, CA, USA",Sciurus niger,Fox Squirrel,46020,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Sciurinae,,Sciurini,,Sciurus,Sciurus niger,,
9062398,2017-01-21,research,false,"Big Basin State Park, Santa Cruz County, CA, USA",,Amanita augusta,Western Yellow-veiled Amanita,348830,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,Amanita augusta,,
9062399,2017-01-21,research,false,"Big Basin State Park, Santa Cruz County, CA, USA",,Actinemys marmorata,Western Pond Turtle,73592,Animalia,Chordata,Vertebrata,,Reptilia,,,Testudines,,,Emydidae,Emydinae,,,,Actinemys,Actinemys marmorata,,
9062440,2017-03-12,research,false,"Coyote Lake County Park, Santa Clara County, CA, USA",,Meleagris gallopavo,Wild Turkey,906,Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,Phasianidae,,,,,Meleagris,Meleagris gallopavo,,
9062495,2017-03-19,research,false,"Monument Peak, Ed R. Levin County Park, Alameda County, CA, USA",,Crotalus oreganus oreganus,Northern Pacific Rattlesnake,48267,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Viperidae,Crotalinae,,,,Crotalus,Crotalus oreganus,Crotalus oreganus oreganus,
9064793,2016-10-06,research,false,"Hanalei River, Kauai, HI, USA",,Trachemys scripta elegans,Red-eared Slider,51271,Animalia,Chordata,Vertebrata,,Reptilia,,,Testudines,,,Emydidae,Deirochelyinae,,,,Trachemys,Trachemys scripta,Trachemys scripta elegans,
9064870,2016-03-27,research,false,"Sunol Regional Wilderness, Alameda County, CA, USA",,Actinemys marmorata,Western Pond Turtle,73592,Animalia,Chordata,Vertebrata,,Reptilia,,,Testudines,,,Emydidae,Emydinae,,,,Actinemys,Actinemys marmorata,,
9064978,2017-09-14,needs_id,false,"California, US","Santa Clara, CA, USA",Limoniidae,Limoniid Crane Flies,47992,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Tipuloidea,Limoniidae,,,,,,,,
9065043,2017-05-20,research,false,"Long Ridge Open Space Preserve, San Mateo County, CA, USA",,Pyrobombus,,538900,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,,,
9065257,2013-03-24,research,false,"Edgewood Park, Redwood City, CA, USA",,Callophrys dumetorum,Lotus Hairstreak,346970,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Eumaeina,Callophrys,Callophrys dumetorum,,
9065535,2008-10-16,research,false,"Waipoo Falls Trail, Kauai, HI, USA",,Mus musculus,House Mouse,44705,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Muridae,Murinae,,Murini,,Mus,Mus musculus,,
9066073,2017-03-21,research,false,"California, US","Santa Clara, CA, USA",Anthrenus verbasci,Varied Carpet Beetle,120113,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Dermestidae,Megatominae,,Anthrenini,,Anthrenus,Anthrenus verbasci,,
9066093,2016-01-02,needs_id,false,"Skyline Ridge Open Space Preserve, San Mateo County, CA, USA",,Psathyrellaceae,,56310,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Psathyrellaceae,,,,,,,,
9066190,2015-02-21,research,false,"Ed R. Levin County Park, Milpitas, CA, USA",,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,42221,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Cervidae,Capreolinae,,Odocoileini,,Odocoileus,Odocoileus hemionus,Odocoileus hemionus columbianus,
9066298,2015-05-10,research,false,"Lake Chabot Regional Park, Alameda County, CA, USA",,Haliaeetus leucocephalus,Bald Eagle,5305,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,,,Haliaeetus,Haliaeetus leucocephalus,,
9066363,2015-05-16,research,false,"Coyote Lake County Park, Santa Clara County, CA, USA",,Vanessa cardui,Painted Lady,48548,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Nymphalini,,Vanessa,Vanessa cardui,,
9066532,2015-05-17,research,false,"Castle Rock State Park, Santa Cruz County, CA, USA",,Lysimachia latifolia,Western Starflower,496537,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,,,Lysimachia,Lysimachia latifolia,,
9066572,2015-06-16,needs_id,false,"Coal Creek OSP, CA, USA",,Coelocnemis,,69731,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Stenochiinae,,Cnodalonini,,Coelocnemis,,,
9066606,2015-11-03,research,false,"Waihee Ridge Trail, Maui, HI, USA",,Dione vanillae,Gulf Fritillary,49150,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Heliconiini,,Dione,Dione vanillae,,
9066632,2015-11-24,research,false,"California, US","Santa Clara, CA, USA",Columba livia domestica,Feral Pigeon,122767,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,,,Columba,Columba livia,,Columba livia domestica
9066681,2016-02-06,research,false,"Ed R. Levin County Park, Milpitas, CA, USA",,Lepus californicus,Black-tailed Jackrabbit,43130,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Leporidae,,,,,Lepus,Lepus californicus,,
9066747,2016-03-09,research,false,"Mission Peak, Fremont, CA, USA",,Hippodamia convergens,Convergent Lady Beetle,48987,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,Coccinellini,,Hippodamia,Hippodamia convergens,,
9066748,2016-03-09,research,false,"Mission Peak, Fremont, CA, USA",,Coccinella californica,California Lady Beetle,128712,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,Coccinellini,,Coccinella,Coccinella californica,,
9067183,2016-04-24,needs_id,false,"Harvey Bear Ranch County Park, Santa Clara County, CA, USA",,Lycosidae,Wolf Spiders,47416,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Lycosoidea,Lycosidae,,,,,,,,
9067349,2016-06-05,research,false,"Purisima Creek Redwoods, San Mateo County, CA, USA",,Paeromopus angusticeps,,84714,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Juliformia,Julida,,Paeromopoidea,Paeromopodidae,,,,,Paeromopus,Paeromopus angusticeps,,
9067363,2016-06-11,research,false,"Loch Lomond Recreation Area, Santa Cruz County, CA, USA",,Libellula luctuosa,Widow Skimmer,47934,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Libelluloidea,Libellulidae,,,,,Libellula,Libellula luctuosa,,
9067707,2016-08-18,needs_id,false,"California, US","Santa Clara, CA, USA",Neoscona crucifera,Spotted Orbweaver,85034,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Araneinae,,,,Neoscona,Neoscona crucifera,,
9067792,2016-09-18,research,false,"Peter's Creek Loop, Portola Redwoods, La Honda, CA, USA",,Phaeolus schweinitzii,Dyer's Polypore,118084,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Laetiporaceae,,,,,Phaeolus,Phaeolus schweinitzii,,
9067928,2016-09-18,needs_id,false,"Peter's Creek Loop, Portola Redwoods, San Mateo County, CA, USA",,Tracheophyta,vascular plants,211194,Plantae,Tracheophyta,,,,,,,,,,,,,,,,,
9070766,2017-01-01,research,false,"Foothills Park, Palo Alto, CA, USA",,Hericium erinaceus,lion's-mane mushroom,49158,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Hericiaceae,,,,,Hericium,Hericium erinaceus,,
9070767,2017-01-01,research,false,"Foothills Park, Palo Alto, CA, USA",,Omphalotus olivascens,western jack-o'-lantern,67752,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Omphalotaceae,,,,,Omphalotus,Omphalotus olivascens,,
9070886,2017-03-03,research,false,"California, US","Santa Clara, CA, USA",Nezara viridula,Southern Green Stink Bug,141725,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,,Nezarini,,Nezara,Nezara viridula,,
9070970,2017-03-08,research,false,"Monte Bello Open Space Preserve, Santa Clara County, CA, USA",,Pedicularis densiflora,Warrior's Plume,49645,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Pedicularideae,,Pedicularis,Pedicularis densiflora,,
9074002,2017-03-12,research,false,"Coyote Lake, Santa Clara County, CA, USA",,Fulica americana,American Coot,473,Animalia,Chordata,Vertebrata,,Aves,,,Gruiformes,,,Rallidae,,,,,Fulica,Fulica americana,,
9074150,2017-03-12,research,false,"Coyote Lake County Park, Santa Clara County, CA, USA",,Calandrinia menziesii,red maids,400267,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,,,Calandrinia,Calandrinia menziesii,,
9074190,2017-03-19,needs_id,false,"Calera Creek Trail, Ed R. Levin County Park, Milpitas, CA, USA",,Brassiceae,,574731,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Brassiceae,,,,,
9074231,2017-03-19,needs_id,false,"Monument Peak, Ed R. Levin County Park, Alameda County, CA, USA",,Bryopsida,,48372,Plantae,Bryophyta,,,Bryopsida,,,,,,,,,,,,,,
9074244,2017-03-25,research,false,"Purisima Creek Redwoods Open Space Preserve, CA, USA",,Myosotis latifolia,broadleaf forget-me-not,49132,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,,Myosotideae,,Myosotis,Myosotis latifolia,,
9074259,2017-03-25,needs_id,false,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Braconidae,Braconid Wasps,63187,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,,,,,,,,
9074269,2017-03-25,research,false,"Purisima Creek Redwoods Open Space Preserve, San Mateo County, CA, USA",,Genista monspessulana,French broom,53403,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Genisteae,,Genista,Genista monspessulana,,
9089226,2015-12-05,research,false,"Calero Reservoir, San Jose, CA, USA",,Pelecanus erythrorhynchos,American White Pelican,4334,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Pelecanidae,,,,,Pelecanus,Pelecanus erythrorhynchos,,
9089254,2016-12-04,research,false,"Woods Trail, Sierra Azul Open Space Preserve, San Jose, CA, USA",,Heteromeles arbutifolia,Toyon,53405,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Maleae,,Heteromeles,Heteromeles arbutifolia,,
